ID,Type,SKU,Name,Categories,Tags,Description,Regular price,Sale price,Regular price_numeric,Sale price_numeric,In stock?,Stock,Images,Purchase note,has_price,has_sale,is_available,has_images,price_tier,rag_description
7764,variation,,Menu complet classique - table de 10 personnes,,,,3700.0,,3700.0,0.0,1,0.0,,,True,False,True,False,premium,Produit: Menu complet classique - table de 10 personnes | Type: variation | Tarification: 3700.0 MAD | Disponibilité: En stock
7765,variation,,Menu complet classique - table de 10 personnes,,,,3500.0,,3500.0,0.0,1,0.0,,,True,False,True,False,premium,Produit: Menu complet classique - table de 10 personnes | Type: variation | Tarification: 3500.0 MAD | Disponibilité: En stock
7820,variable,Salade-composée,Salade Festive Royale,"Cuisine marocaine et internationale, Salade","fête, salade","En période de fête, on fait la part belle aux produits d’exception. Pour réussir un menu de fête qui dépote, on mise aussi sur ces bonnes idées de salades composées toutes « fêtes ». Cette salade festive Gourmande mais équilibrée, elles apportent la touche fraîcheur attendue dans nos assiettes. Signée Groupe HS belmokhtar traiteur. \n \nDes délices parfaits pour préparer un évènement magique et grandiose. \n \nhttps://youtube.com/shorts/zvSuTlwCPts?feature=share \n \n",,,0.0,0.0,0,0.0,"https://hs-traiteur.com/wp-content/uploads/2022/08/IMG_20220911_155557-scaled-e1663236438195.jpg, https://hs-traiteur.com/wp-content/uploads/2022/08/IMG_20190319_101105-scaled.jpg, https://hs-traiteur.com/wp-content/uploads/2022/08/IMG-20190801-WA0076.jpg, https://hs-traiteur.com/wp-content/uploads/2022/08/IMG-20190801-WA0075-e1661791436595.jpg, https://hs-traiteur.com/wp-content/uploads/2022/08/IMG20190207120321-scaled-e1661791374881.jpg, https://hs-traiteur.com/wp-content/uploads/2022/08/Screenshot_2019-10-25-19-10-56-19-e1661791334270.png, https://hs-traiteur.com/wp-content/uploads/2021/06/20210626_170320-scaled.jpg",,False,False,False,True,sans_prix,"Produit: Salade Festive Royale | Type: variable | Catégories: Cuisine marocaine et internationale, Salade | Détails: En période de fête, on fait la part belle aux produits d’exception. Pour réussir un menu de fête qui dépote, on mise aussi sur ces bonnes idées de salades composées toutes « fêtes ». Cette salade fest... | Disponibilité: Non disponible | Étiquettes: fête, salade | Images: Disponibles"
7822,variation,,Salade Festive Royale,,,"commencer votre repas en beauté, composée de produits terre et mer, dotée de saveurs exotiques Traiteur Belmokhtar",1300.0,,1300.0,0.0,0,0.0,,,True,False,False,False,moyen_gamme,"Produit: Salade Festive Royale | Type: variation | Tarification: 1300.0 MAD | Détails: commencer votre repas en beauté, composée de produits terre et mer, dotée de saveurs exotiques Traiteur Belmokhtar | Disponibilité: Non disponible"
7924,simple,gateaux-amandes,Gâteaux marocains aux amandes,Pâtisserie,"Amandes, Gâteaux","Qu'il soit corne du gazelle ou ka3b leghzal, le roi des gâteaux marocains, le Kahk ou Ghriba aux amandes : ses sont des perles de la pâtisserie marocaine en forme de petits délices dont le cœur moelleux contient de la pâte d'amande, de la canelle et de l'eau de fleur d'oranger.",180.0,170.0,180.0,170.0,1,0.0,"https://hs-traiteur.com/wp-content/uploads/2022/08/20220820_220905-scaled-e1661791093354.jpg, https://hs-traiteur.com/wp-content/uploads/2022/08/20220820_220846-scaled-e1661791271816.jpg, https://hs-traiteur.com/wp-content/uploads/2022/08/20220820_220842-scaled-e1661791203450.jpg, https://hs-traiteur.com/wp-content/uploads/2022/08/20220820_220905-scaled-e1661791093354.jpg, https://hs-traiteur.com/wp-content/uploads/2022/08/IMG-20220815-WA0015-e1661788205817.jpg",,True,True,True,True,économique,"Produit: Gâteaux marocains aux amandes | Type: simple | Catégories: Pâtisserie | Tarification: Prix promotionnel 170.0 MAD (Prix normal: 180.0 MAD, Économie 5%) | Détails: Qu'il soit corne du gazelle ou ka3b leghzal, le roi des gâteaux marocains, le Kahk ou Ghriba aux amandes : ses sont des perles de la pâtisserie marocaine en forme de petits délices dont le cœur moelle... | Disponibilité: En stock | Étiquettes: Amandes, Gâteaux | Images: Disponibles"
7947,simple,,Cake design et pièce montée,"Anniversaire\, naissance et baptème, Buffet, Mariage et fiançialle, Pâtisserie",,"C'est la cerise sur le gâteau. Concevoir une pièce montée pour fêter un évènement : anniversaire, Maria, soutenance, baby shower, baptême, .... ne pourra qu'apporter plus de bonheur. \n \nChoisir le thème que vous souhaitez et nous sommes là pour la réaliser. \n \n",,,0.0,0.0,1,0.0,,,False,False,True,False,sans_prix,"Produit: Cake design et pièce montée | Type: simple | Catégories: Anniversaire\, naissance et baptème, Buffet, Mariage et fiançialle, Pâtisserie | Détails: C'est la cerise sur le gâteau. Concevoir une pièce montée pour fêter un évènement : anniversaire, Maria, soutenance, baby shower, baptême, .... ne pourra qu'apporter plus de bonheur. \n \nChoisir le t... | Disponibilité: En stock"
7982,simple,,Buffet de soutenance Convivial,Buffet,buffet,"Vous êtes enfin récompensés, vous êtes diplômés, il est temps maintenant de fêter ça avec de la famille et les amis. Organiser un buffet ou pot de soutenance ou une soirée pour célébrer cette réussite c’est facile avec les formules préparées par notre Chef. En terme de contenu ( à partir de 30 personnes): \n \nCoté sucré : \n \n Gâteaux aux amandes \n Gâteaux sablé \n Gâteaux prestige \n Mini soirée \n Tartelettes \n \nCoté salé : \n \n Salé feuilleté(quiche \nmini Burger \nmini chawarma..) \n \nBoissons: \n \n Jus 3 parfums nature \n Café, \n thé, \n eau minérale \n \nMatériel et décoration florale.",140.0,120.0,140.0,120.0,1,0.0,"https://hs-traiteur.com/wp-content/uploads/2022/08/output-onlinejpgtools-8-e1660596569517.jpg, https://hs-traiteur.com/wp-content/uploads/2022/08/buffetchic3-e1665759768490.jpeg, https://hs-traiteur.com/wp-content/uploads/2022/08/buffetchic-e1660600877370.jpeg, https://hs-traiteur.com/wp-content/uploads/2022/08/buffetchic2-e1672142246747.jpeg, https://hs-traiteur.com/wp-content/uploads/2022/08/IMG-20220809-WA0022.jpg, https://hs-traiteur.com/wp-content/uploads/2022/08/IMG-20200305-WA0018-1.jpg",,True,True,True,True,économique,"Produit: Buffet de soutenance Convivial | Type: simple | Catégories: Buffet | Tarification: Prix promotionnel 120.0 MAD (Prix normal: 140.0 MAD, Économie 14%) | Détails: Vous êtes enfin récompensés, vous êtes diplômés, il est temps maintenant de fêter ça avec de la famille et les amis. Organiser un buffet ou pot de soutenance ou une soirée pour célébrer cette réussite... | Disponibilité: En stock | Étiquettes: buffet | Images: Disponibles"
7991,variable,,Buffet de soutenance Chic entre 40 et 50 personnes,"Buffet, Buffet > Buffet de soutenance",buffet,"Vous êtes enfin récompensés, vous êtes diplômés, il est temps maintenant de fêter ça avec de la famille et les amis. Organiser un buffet ou pot de soutenance ou une soirée pour célébrer cette réussite c’est facile avec les formules préparées par notre Chef. En terme de contenu (50 personnes): \n \nCoté sucré : \n \n Gâteaux aux amandes \n Gâteaux sablé \n Gâteaux Prestige \n Mini soirée \n Tartelettes \n \nCoté salé : \n \n Salé feuilleté(quiche \nmini Burger \nmini chawarma..) \n Salé marocains : pastilla, briwates ... \n \nBoissons: \n \n Jus 3 parfums nature \n Café, \n Thé, \n Eau minérale \n \nMatériel, Service et décoration florale.",,,0.0,0.0,1,0.0,"https://hs-traiteur.com/wp-content/uploads/2022/08/buffetchic3-e1665759768490.jpeg, https://hs-traiteur.com/wp-content/uploads/2022/08/buffetchic-e1660600877370.jpeg, https://hs-traiteur.com/wp-content/uploads/2022/08/buffetchic3-e1665759768490.jpeg, https://hs-traiteur.com/wp-content/uploads/2022/08/buffetchic2-e1672142246747.jpeg",,False,False,True,True,sans_prix,"Produit: Buffet de soutenance Chic entre 40 et 50 personnes | Type: variable | Catégories: Buffet, Buffet > Buffet de soutenance | Détails: Vous êtes enfin récompensés, vous êtes diplômés, il est temps maintenant de fêter ça avec de la famille et les amis. Organiser un buffet ou pot de soutenance ou une soirée pour célébrer cette réussite... | Disponibilité: En stock | Étiquettes: buffet | Images: Disponibles"
7992,variation,,Buffet de soutenance Chic entre 40 et 50 personnes - Avec,,,,10000.0,,10000.0,0.0,1,0.0,,,True,False,True,False,premium,Produit: Buffet de soutenance Chic entre 40 et 50 personnes - Avec | Type: variation | Tarification: 10000.0 MAD | Disponibilité: En stock
7993,variation,,Buffet de soutenance Chic entre 40 et 50 personnes - Sans,,,,7900.0,,7900.0,0.0,1,0.0,,,True,False,True,False,premium,Produit: Buffet de soutenance Chic entre 40 et 50 personnes - Sans | Type: variation | Tarification: 7900.0 MAD | Disponibilité: En stock
7996,variable,,Buffet de soutenance Grandiose entre 40 et 50 personnes,"Buffet, Buffet > Buffet de soutenance",,"Un véritable effet WOW sur votre buffet, pour 30 personnes ! \nLe buffet grandiose reprend le contenu du Buffet CHIC et ajoute une thématique personnalisée selon votre goût pour une trentaine de personne. \nHS et Belmokhtar traiteur vous offre ce buffet à thème avec de la décoration personnalisés, des jeux de lumière, un gâteau de réussite ou une pièce montée (prix non inclut) et une décoration sur mesure. \nEn terme de contenu (30 personnes): \n \nCoté sucré : \n \n Gâteaux aux amandes \n Gâteaux sablé \n Gâteaux prestige \n Mini soirée \n Tartelettes \n \nCoté salé : \n \n Salé feuilleté(quiche \nmini Burger \nmini chawarma..) \n \nBoissons: \n \n Jus 3 parfums nature \n Café, \n thé, \n eau minérale \n \nMatériel et décoration florale d'un buffet grandiose. \n",,,0.0,0.0,1,0.0,https://hs-traiteur.com/wp-content/uploads/2022/08/buffet-grandiose-e1660584928635.jpg,,False,False,True,True,sans_prix,"Produit: Buffet de soutenance Grandiose entre 40 et 50 personnes | Type: variable | Catégories: Buffet, Buffet > Buffet de soutenance | Détails: Un véritable effet WOW sur votre buffet, pour 30 personnes ! \nLe buffet grandiose reprend le contenu du Buffet CHIC et ajoute une thématique personnalisée selon votre goût pour une trentaine de perso... | Disponibilité: En stock | Images: Disponibles"
7997,variation,,Buffet de soutenance Grandiose entre 40 et 50 personnes - Avec,,,,13100.0,,13100.0,0.0,1,0.0,,,True,False,True,False,premium,Produit: Buffet de soutenance Grandiose entre 40 et 50 personnes - Avec | Type: variation | Tarification: 13100.0 MAD | Disponibilité: En stock
7998,variation,,Buffet de soutenance Grandiose entre 40 et 50 personnes - Sans,,,,12000.0,,12000.0,0.0,1,0.0,,,True,False,True,False,premium,Produit: Buffet de soutenance Grandiose entre 40 et 50 personnes - Sans | Type: variation | Tarification: 12000.0 MAD | Disponibilité: En stock
8000,simple,,Pastilla poisson fruits de mer,Cuisine marocaine et internationale,"fruit de mer, Pastilla, poisson","Une des prestigieuses spécialités marocaines, la pastilla poisson ou fruits de mer est originaire de Fès , appelée aussi bastilla. C'est l'une des mets marocains les plus célèbres et les plus marquantes. \n \nPour 8 à 10 personnes, présentée dans une grande assiette traditionnelle et décorée d'assortiment de délices de mer ou fromage. \n \nÉtant un plat qui demande une longue préparation, il est surtout réservé aux mariages, fêtes ou occasions exceptionnelles, mais reste proposé dans tous les bons restaurants marocains.",1400.0,,1400.0,0.0,1,0.0,"https://hs-traiteur.com/wp-content/uploads/2022/12/pastillapoisson.png, https://hs-traiteur.com/wp-content/uploads/2022/12/pastillapoisson.png, https://hs-traiteur.com/wp-content/uploads/2022/12/WhatsApp-Image-2022-12-27-at-11.43.09.jpeg",,True,False,True,True,moyen_gamme,"Produit: Pastilla poisson fruits de mer | Type: simple | Catégories: Cuisine marocaine et internationale | Tarification: 1400.0 MAD | Détails: Une des prestigieuses spécialités marocaines, la pastilla poisson ou fruits de mer est originaire de Fès , appelée aussi bastilla. C'est l'une des mets marocains les plus célèbres et les plus marquant... | Disponibilité: En stock | Étiquettes: fruit de mer, Pastilla, poisson | Images: Disponibles"
8002,simple,gateaux-amandes-1,Gâteaux glacés : Yaourt Fruits Des Bois,Pâtisserie,"dessert, Gâteaux, glace",Un dessert gourmand à ne pas manquer pour vos invités. Nous vous proposons ce gâteau glacé savouré de Yaourt et fruit rouge pour compléter votre réception.,200.0,,200.0,0.0,1,0.0,"https://hs-traiteur.com/wp-content/uploads/2022/12/WhatsApp-Image-2022-12-27-at-11.42.41-e1672138208303.jpeg, https://hs-traiteur.com/wp-content/uploads/2022/12/WhatsApp-Image-2022-12-27-at-11.42.40.jpeg, https://hs-traiteur.com/wp-content/uploads/2022/12/WhatsApp-Image-2022-12-27-at-11.42.41-e1672138208303.jpeg",,True,False,True,True,économique,"Produit: Gâteaux glacés : Yaourt Fruits Des Bois | Type: simple | Catégories: Pâtisserie | Tarification: 200.0 MAD | Détails: Un dessert gourmand à ne pas manquer pour vos invités. Nous vous proposons ce gâteau glacé savouré de Yaourt et fruit rouge pour compléter votre réception. | Disponibilité: En stock | Étiquettes: dessert, Gâteaux, glace | Images: Disponibles"
8023,variable,,Buffet de soutenance Chic entre 20 et 30 personnes,"Buffet, Buffet > Buffet de soutenance",buffet,"Vous êtes enfin récompensés, vous êtes diplômés, il est temps maintenant de fêter ça avec de la famille et les amis. Organiser un buffet ou pot de soutenance ou une soirée pour célébrer cette réussite c’est facile avec les formules préparées par notre Chef. En terme de contenu (30 personnes): \n \nCoté sucré : \n \n Gâteaux aux amandes \n Gâteaux sablé \n Gâteaux Prestige \n Mini soirée \n Tartelettes \n \nCoté salé : \n \n Salé feuilleté(quiche \nmini Burger \nmini chawarma..) \n Salé marocains : pastilla, briwates ... \n \nBoissons: \n \n Jus 3 parfums nature \n Café, \n Thé, \n Eau minérale \n \nMatériel, Service et décoration florale.",,,0.0,0.0,1,0.0,"https://hs-traiteur.com/wp-content/uploads/2022/08/output-onlinejpgtools-8-e1660596569517.jpg, https://hs-traiteur.com/wp-content/uploads/2022/08/buffetchic-e1660600877370.jpeg, https://hs-traiteur.com/wp-content/uploads/2022/08/buffetchic3-e1665759768490.jpeg, https://hs-traiteur.com/wp-content/uploads/2022/08/buffetchic2-e1672142246747.jpeg",,False,False,True,True,sans_prix,"Produit: Buffet de soutenance Chic entre 20 et 30 personnes | Type: variable | Catégories: Buffet, Buffet > Buffet de soutenance | Détails: Vous êtes enfin récompensés, vous êtes diplômés, il est temps maintenant de fêter ça avec de la famille et les amis. Organiser un buffet ou pot de soutenance ou une soirée pour célébrer cette réussite... | Disponibilité: En stock | Étiquettes: buffet | Images: Disponibles"
8024,variation,,Buffet de soutenance Chic entre 20 et 30 personnes - Avec,,,,7400.0,,7400.0,0.0,1,0.0,,,True,False,True,False,premium,Produit: Buffet de soutenance Chic entre 20 et 30 personnes - Avec | Type: variation | Tarification: 7400.0 MAD | Disponibilité: En stock
8025,variation,,Buffet de soutenance Chic entre 20 et 30 personnes - Sans,,,,6000.0,,6000.0,0.0,1,0.0,,,True,False,True,False,premium,Produit: Buffet de soutenance Chic entre 20 et 30 personnes - Sans | Type: variation | Tarification: 6000.0 MAD | Disponibilité: En stock
8027,simple,,"Location de buffet naissance, anniversaire",Buffet,,"Location de buffet naissance, anniversaire, fiançailles; babyshower, circoncision ou baptême. \n \nLocation des tables avec ou sans accessoires. \n \nChoisissez votre buffet sur mesure sur place.",800.0,,800.0,0.0,1,0.0,https://hs-traiteur.com/wp-content/uploads/2022/12/WhatsApp-Image-2022-12-27-at-13.15.54-e1672143716490.jpeg,,True,False,True,True,moyen_gamme,"Produit: Location de buffet naissance, anniversaire | Type: simple | Catégories: Buffet | Tarification: 800.0 MAD | Détails: Location de buffet naissance, anniversaire, fiançailles; babyshower, circoncision ou baptême. \n \nLocation des tables avec ou sans accessoires. \n \nChoisissez votre buffet sur mesure sur place. | Disponibilité: En stock | Images: Disponibles"
